,year,workstat,prestige,divorce,widowed,educ,reg16,babies,preteen,teens,income,region,attend,owngun,tvhours,vhappy,mothfath16,black,female,blackfemale,occattend,regattend,unem10,happy
16593,2006,retired,28.0,no,iap,11.0,south atlantic,0.0,0.0,0.0,$25000 or more,south atlantic,never,yes,2.9040189927081568,1,1.0,0,1,0,0.0,0.0,0.0,2
16594,2006,keeping house,42.0,no,iap,13.0,south atlantic,2.0,1.0,0.0,$25000 or more,south atlantic,once a year,yes,1.0,0,1.0,0,1,0,0.0,0.0,0.0,1
16595,2006,other,37.0,no,iap,7.0,south atlantic,0.0,0.0,0.0,$25000 or more,south atlantic,never,yes,12.0,1,0.0,1,0,0,0.0,0.0,1.0,2
16596,2006,other,42.0,no,iap,10.0,south atlantic,0.0,0.0,0.0,$25000 or more,south atlantic,never,iap,2.9040189927081568,0,0.0,0,0,0,0.0,0.0,0.0,1
16597,2006,keeping house,43.87754099367439,no,iap,12.0,south atlantic,1.0,0.0,1.0,$25000 or more,south atlantic,never,iap,2.9040189927081568,1,0.0,1,1,1,0.0,0.0,0.0,2
16598,2006,working parttime,17.0,no,iap,16.0,south atlantic,0.0,0.0,0.0,$25000 or more,south atlantic,never,iap,24.0,1,1.0,1,1,1,0.0,0.0,1.0,2
16599,2006,working fulltime,35.0,no,iap,8.0,pacific,1.0,1.0,0.0,$25000 or more,south atlantic,never,iap,2.9040189927081568,0,0.0,0,0,0,0.0,0.0,1.0,1
16600,2006,working fulltime,50.0,no,iap,16.0,south atlantic,0.0,1.0,0.0,$25000 or more,south atlantic,more thn once wk,iap,2.9040189927081568,0,1.0,1,1,1,0.0,1.0,0.0,1
16601,2006,retired,23.0,no,yes,9.0,south atlantic,0.0,0.0,0.0,$25000 or more,south atlantic,every week,iap,18.0,0,0.0,1,1,1,0.0,0.0,0.0,1
16602,2006,working fulltime,51.0,no,iap,14.0,south atlantic,1.0,0.0,0.0,$25000 or more,south atlantic,sevrl times a yr,iap,3.0,0,0.0,1,0,0,1.0,0.0,1.0,1
16603,2006,working fulltime,54.0,no,iap,8.0,foreign,1.0,2.0,0.0,$25000 or more,south atlantic,once a month,iap,3.0,0,1.0,0,0,0,1.0,0.0,1.0,1
16604,2006,"unempl, laid off",66.0,no,iap,14.0,e. nor. central,0.0,0.0,0.0,$25000 or more,south atlantic,never,yes,2.9040189927081568,0,1.0,0,1,0,0.0,0.0,1.0,1
16605,2006,working fulltime,27.0,no,iap,12.0,south atlantic,1.0,0.0,0.0,$25000 or more,south atlantic,2-3x a month,iap,2.9040189927081568,1,0.0,1,0,0,1.0,0.0,1.0,2
16606,2006,working parttime,29.0,no,iap,11.0,south atlantic,0.0,0.0,0.0,$20000 - 24999,south atlantic,sevrl times a yr,yes,2.9040189927081568,0,1.0,0,1,0,1.0,0.0,1.0,1
16607,2006,working fulltime,35.0,no,iap,16.0,south atlantic,0.0,0.0,0.0,$25000 or more,south atlantic,lt once a year,yes,2.0,0,1.0,0,0,0,0.0,0.0,1.0,1
16608,2006,working fulltime,40.0,no,iap,12.0,south atlantic,0.0,0.0,0.0,$25000 or more,south atlantic,once a year,iap,1.0,0,1.0,0,0,0,0.0,0.0,0.0,0
16609,2006,working fulltime,36.0,no,yes,12.0,south atlantic,0.0,1.0,1.0,$25000 or more,south atlantic,every week,yes,2.0,0,1.0,0,0,0,0.0,0.0,1.0,1
16610,2006,working fulltime,36.0,no,iap,14.0,south atlantic,0.0,0.0,0.0,$25000 or more,south atlantic,sevrl times a yr,iap,2.9040189927081568,0,1.0,0,1,0,1.0,0.0,0.0,1
16611,2006,working fulltime,33.0,no,iap,10.0,e. nor. central,0.0,0.0,0.0,$20000 - 24999,south atlantic,once a year,iap,2.9040189927081568,0,1.0,0,1,0,0.0,0.0,0.0,0
16612,2006,retired,28.0,no,iap,10.0,south atlantic,0.0,0.0,0.0,$25000 or more,south atlantic,never,yes,2.9040189927081568,1,1.0,0,1,0,0.0,0.0,0.0,2
16613,2006,working fulltime,64.0,no,iap,20.0,south atlantic,0.0,0.0,0.0,$25000 or more,south atlantic,every week,iap,2.9040189927081568,0,1.0,0,1,0,0.0,0.0,1.0,1
16614,2006,retired,34.0,no,iap,13.0,south atlantic,0.0,0.0,0.0,$25000 or more,south atlantic,nrly every week,iap,3.0,0,1.0,0,1,0,0.0,1.0,0.0,1
16615,2006,school,65.0,no,iap,16.0,south atlantic,0.0,0.0,0.0,$1000 to 2999,south atlantic,once a month,iap,3.0,0,0.0,0,1,0,1.0,0.0,1.0,0
16616,2006,working fulltime,51.0,no,iap,11.0,south atlantic,0.0,0.0,0.0,$25000 or more,south atlantic,2-3x a month,yes,2.9040189927081568,0,1.0,0,1,0,1.0,0.0,0.0,1
16617,2006,"unempl, laid off",42.0,no,iap,13.0,south atlantic,1.0,1.0,0.0,$10000 - 14999,south atlantic,sevrl times a yr,iap,3.0,0,0.0,0,1,0,1.0,0.0,1.0,1
16618,2006,working parttime,29.0,yes,iap,12.0,south atlantic,0.0,0.0,0.0,$15000 - 19999,south atlantic,2-3x a month,iap,2.9040189927081568,0,1.0,0,1,0,1.0,0.0,1.0,1
16619,2006,other,40.0,no,iap,12.0,e. nor. central,0.0,0.0,0.0,$10000 - 14999,south atlantic,never,iap,3.0,0,0.0,0,0,0,0.0,0.0,0.0,1
16620,2006,retired,32.0,no,iap,9.0,south atlantic,0.0,0.0,0.0,$8000 to 9999,south atlantic,every week,iap,4.0,0,1.0,0,1,0,0.0,0.0,0.0,1
16621,2006,retired,62.0,no,iap,14.0,south atlantic,0.0,0.0,0.0,$25000 or more,south atlantic,every week,iap,3.0,1,1.0,0,0,0,0.0,0.0,0.0,2
16622,2006,working fulltime,33.0,no,iap,11.0,south atlantic,0.0,0.0,1.0,$25000 or more,south atlantic,sevrl times a yr,yes,2.9040189927081568,0,0.0,0,1,0,1.0,0.0,0.0,1
16623,2006,retired,64.0,no,iap,16.0,south atlantic,0.0,0.0,0.0,$25000 or more,south atlantic,every week,yes,4.0,1,1.0,0,0,0,0.0,0.0,0.0,2
16624,2006,retired,42.0,no,iap,12.0,middle atlantic,0.0,0.0,0.0,$25000 or more,south atlantic,every week,iap,8.0,1,1.0,0,1,0,0.0,0.0,0.0,2
16625,2006,working fulltime,29.0,no,iap,10.0,south atlantic,0.0,0.0,0.0,$20000 - 24999,south atlantic,2-3x a month,iap,6.0,0,1.0,0,1,0,1.0,0.0,1.0,0
16626,2006,working fulltime,45.0,yes,iap,10.0,w. sou. central,0.0,0.0,0.0,$25000 or more,south atlantic,every week,yes,2.0,0,1.0,0,0,0,0.0,0.0,1.0,1
16627,2006,working fulltime,68.0,no,iap,17.0,south atlantic,0.0,0.0,1.0,$25000 or more,south atlantic,2-3x a month,yes,2.9040189927081568,0,1.0,0,1,0,1.0,0.0,0.0,1
16628,2006,working fulltime,40.0,yes,iap,14.0,south atlantic,2.0,3.0,0.0,$25000 or more,south atlantic,lt once a year,iap,2.9040189927081568,0,0.0,0,1,0,0.0,0.0,1.0,0
16629,2006,working fulltime,30.0,no,iap,12.0,south atlantic,0.0,0.0,0.0,$25000 or more,south atlantic,never,yes,3.0,0,1.0,0,0,0,0.0,0.0,1.0,1
16630,2006,working fulltime,22.0,no,iap,12.0,south atlantic,1.0,2.0,0.0,$25000 or more,south atlantic,more thn once wk,iap,2.9040189927081568,0,0.0,0,1,0,0.0,1.0,1.0,0
16631,2006,school,43.87754099367439,no,iap,12.0,middle atlantic,0.0,0.0,1.0,$25000 or more,south atlantic,2-3x a month,iap,2.9040189927081568,0,0.0,0,1,0,1.0,0.0,0.0,1
16632,2006,working fulltime,35.0,no,iap,11.0,south atlantic,0.0,0.0,0.0,$25000 or more,south atlantic,every week,yes,2.0,0,1.0,0,0,0,0.0,0.0,1.0,1
16633,2006,working fulltime,28.0,no,iap,12.0,south atlantic,0.0,1.0,2.0,$20000 - 24999,south atlantic,lt once a year,yes,5.0,0,0.0,0,1,0,0.0,0.0,1.0,1
16634,2006,working fulltime,42.0,no,iap,17.0,pacific,0.0,1.0,1.0,$25000 or more,south atlantic,every week,iap,1.0,0,1.0,0,0,0,0.0,0.0,0.0,1
16635,2006,retired,40.0,no,iap,14.0,south atlantic,0.0,0.0,0.0,$25000 or more,south atlantic,every week,iap,1.0,0,0.0,0,0,0,0.0,0.0,0.0,1
16636,2006,working fulltime,64.0,no,iap,16.0,south atlantic,1.0,0.0,0.0,$25000 or more,south atlantic,every week,yes,1.0,1,1.0,0,1,0,0.0,0.0,1.0,2
16637,2006,working fulltime,35.0,no,iap,9.0,south atlantic,0.0,0.0,1.0,$25000 or more,south atlantic,once a year,iap,2.9040189927081568,0,0.0,0,1,0,0.0,0.0,1.0,1
16638,2006,working fulltime,51.0,no,iap,14.0,south atlantic,1.0,0.0,0.0,$25000 or more,south atlantic,sevrl times a yr,iap,2.9040189927081568,0,1.0,0,0,0,1.0,0.0,1.0,1
16639,2006,working parttime,23.0,no,iap,12.0,south atlantic,2.0,2.0,0.0,$10000 - 14999,south atlantic,lt once a year,iap,4.0,1,0.0,0,1,0,0.0,0.0,1.0,2
16640,2006,other,30.0,yes,iap,12.0,south atlantic,0.0,0.0,0.0,$25000 or more,south atlantic,never,iap,1.0,1,0.0,0,0,0,0.0,0.0,0.0,2
16641,2006,temp not working,40.0,no,iap,14.0,south atlantic,0.0,2.0,0.0,$25000 or more,south atlantic,2-3x a month,yes,2.9040189927081568,0,0.0,0,1,0,1.0,0.0,1.0,1
16642,2006,working fulltime,60.0,no,iap,16.0,south atlantic,0.0,0.0,0.0,$25000 or more,south atlantic,once a month,iap,3.0,0,1.0,0,1,0,1.0,0.0,1.0,1
16643,2006,school,28.0,no,iap,0.0,foreign,0.0,0.0,1.0,$8000 to 9999,south atlantic,sevrl times a yr,iap,4.0,0,1.0,0,1,0,1.0,0.0,0.0,1
16644,2006,working fulltime,51.0,no,iap,12.0,south atlantic,0.0,0.0,0.0,$25000 or more,south atlantic,every week,yes,2.9040189927081568,0,1.0,0,1,0,0.0,0.0,1.0,0
16645,2006,working parttime,37.0,no,iap,10.0,south atlantic,3.0,0.0,0.0,$20000 - 24999,south atlantic,2-3x a month,iap,3.0,0,0.0,0,0,0,1.0,0.0,1.0,1
16646,2006,working fulltime,36.0,no,iap,10.0,e. sou. central,1.0,0.0,0.0,$25000 or more,e. sou. central,lt once a year,iap,6.0,0,1.0,0,0,0,0.0,0.0,1.0,1
16647,2006,working fulltime,51.0,no,iap,14.0,e. sou. central,0.0,0.0,0.0,$25000 or more,e. sou. central,lt once a year,iap,5.0,0,1.0,0,1,0,0.0,0.0,1.0,1
16648,2006,working fulltime,47.0,no,iap,10.0,e. sou. central,0.0,0.0,0.0,$25000 or more,e. sou. central,never,iap,1.0,0,0.0,0,0,0,0.0,0.0,0.0,1
16649,2006,retired,51.0,no,iap,8.0,middle atlantic,0.0,0.0,0.0,$8000 to 9999,e. sou. central,never,iap,4.0,1,1.0,0,0,0,0.0,0.0,0.0,2
16650,2006,working fulltime,74.0,no,iap,12.0,pacific,0.0,0.0,0.0,$25000 or more,e. sou. central,once a year,yes,2.9040189927081568,0,0.0,0,1,0,0.0,0.0,1.0,1
16651,2006,working parttime,29.0,no,iap,12.0,e. sou. central,0.0,0.0,1.0,$10000 - 14999,e. sou. central,once a month,iap,2.9040189927081568,0,1.0,0,0,0,1.0,0.0,1.0,1
16652,2006,temp not working,33.0,no,iap,13.0,e. sou. central,0.0,0.0,0.0,$25000 or more,e. sou. central,more thn once wk,iap,2.0,0,1.0,0,1,0,0.0,1.0,0.0,1
16653,2006,working parttime,30.0,no,iap,10.0,e. sou. central,0.0,0.0,0.0,$25000 or more,e. sou. central,lt once a year,yes,2.9040189927081568,1,1.0,0,0,0,0.0,0.0,0.0,2
16654,2006,working parttime,29.0,no,iap,12.0,e. sou. central,0.0,0.0,0.0,$25000 or more,e. sou. central,2-3x a month,iap,3.0,0,1.0,0,1,0,1.0,0.0,1.0,1
16655,2006,retired,53.0,no,iap,18.0,e. sou. central,0.0,0.0,0.0,$25000 or more,e. sou. central,never,yes,2.9040189927081568,1,1.0,0,1,0,0.0,0.0,0.0,2
16656,2006,other,30.0,no,iap,14.0,e. sou. central,0.0,0.0,0.0,$10000 - 14999,e. sou. central,once a year,yes,4.0,0,1.0,0,0,0,0.0,0.0,1.0,1
16657,2006,retired,41.0,no,iap,15.0,e. sou. central,0.0,0.0,0.0,$25000 or more,e. sou. central,2-3x a month,iap,2.0,1,1.0,0,1,0,1.0,0.0,0.0,2
16658,2006,"unempl, laid off",32.0,no,iap,13.0,e. nor. central,0.0,0.0,0.0,$25000 or more,e. sou. central,never,iap,5.0,0,1.0,0,1,0,0.0,0.0,0.0,1
16659,2006,working fulltime,61.0,yes,iap,14.0,e. sou. central,0.0,0.0,0.0,$25000 or more,e. sou. central,more thn once wk,yes,1.0,1,1.0,0,1,0,0.0,1.0,1.0,2
16660,2006,working fulltime,33.0,no,iap,14.0,w. sou. central,0.0,0.0,0.0,$25000 or more,e. sou. central,every week,iap,2.0,0,0.0,0,0,0,0.0,0.0,1.0,1
16661,2006,keeping house,30.0,no,iap,12.0,south atlantic,2.0,1.0,0.0,$25000 or more,e. sou. central,nrly every week,iap,1.0,0,1.0,0,1,0,0.0,1.0,0.0,1
16662,2006,retired,42.0,no,iap,12.0,e. sou. central,0.0,0.0,0.0,$25000 or more,e. sou. central,more thn once wk,iap,2.9040189927081568,0,1.0,0,0,0,0.0,1.0,0.0,0
16663,2006,working parttime,37.0,no,iap,10.0,e. sou. central,0.0,0.0,0.0,lt $1000,e. sou. central,never,iap,0.0,0,1.0,0,0,0,0.0,0.0,0.0,0
16664,2006,working fulltime,51.0,no,iap,11.0,e. nor. central,0.0,1.0,0.0,$25000 or more,e. sou. central,more thn once wk,iap,0.0,1,0.0,0,1,0,0.0,1.0,1.0,2
16665,2006,retired,47.0,yes,iap,14.0,e. nor. central,0.0,0.0,0.0,$25000 or more,e. sou. central,more thn once wk,yes,3.0,1,1.0,0,1,0,0.0,1.0,0.0,2
16666,2006,keeping house,35.0,yes,iap,10.0,e. sou. central,0.0,0.0,0.0,$25000 or more,e. sou. central,more thn once wk,iap,2.0,1,1.0,0,1,0,0.0,1.0,0.0,2
16667,2006,working fulltime,36.0,no,iap,12.0,e. sou. central,0.0,0.0,0.0,$10000 - 14999,e. sou. central,more thn once wk,yes,2.9040189927081568,1,0.0,0,0,0,0.0,1.0,1.0,2
16668,2006,working fulltime,31.0,no,iap,13.0,e. sou. central,0.0,0.0,0.0,$25000 or more,e. sou. central,sevrl times a yr,iap,2.9040189927081568,0,0.0,0,1,0,1.0,0.0,1.0,1
16669,2006,working parttime,22.0,no,iap,12.0,e. sou. central,0.0,0.0,0.0,$10000 - 14999,e. sou. central,every week,yes,2.9040189927081568,0,1.0,0,1,0,0.0,0.0,1.0,1
16670,2006,working fulltime,51.0,yes,iap,14.0,south atlantic,0.0,0.0,0.0,$25000 or more,e. sou. central,2-3x a month,yes,2.9040189927081568,1,1.0,0,0,0,1.0,0.0,0.0,2
16671,2006,keeping house,33.0,no,iap,12.0,e. sou. central,0.0,0.0,0.0,$10000 - 14999,e. sou. central,more thn once wk,iap,2.9040189927081568,0,0.0,0,1,0,0.0,1.0,0.0,0
16672,2006,working fulltime,44.0,no,iap,12.0,e. sou. central,1.0,0.0,0.0,$10000 - 14999,e. sou. central,once a year,iap,4.0,0,0.0,0,0,0,0.0,0.0,1.0,1
16673,2006,retired,52.0,no,iap,9.0,e. sou. central,0.0,0.0,0.0,$8000 to 9999,e. sou. central,sevrl times a yr,yes,2.9040189927081568,0,1.0,0,0,0,1.0,0.0,0.0,1
16674,2006,retired,45.0,no,iap,6.0,e. nor. central,0.0,0.0,0.0,$25000 or more,e. sou. central,every week,yes,3.0,1,1.0,0,1,0,0.0,0.0,0.0,2
16675,2006,other,35.0,no,iap,12.0,e. sou. central,0.0,0.0,0.0,$10000 - 14999,e. sou. central,every week,iap,2.9040189927081568,1,1.0,0,0,0,0.0,0.0,1.0,2
16676,2006,retired,40.0,no,iap,12.0,e. sou. central,0.0,0.0,0.0,$25000 or more,e. sou. central,nrly every week,iap,1.0,0,1.0,0,0,0,0.0,1.0,0.0,1
16677,2006,working fulltime,49.0,no,iap,16.0,e. nor. central,0.0,0.0,0.0,$25000 or more,e. sou. central,2-3x a month,iap,1.0,0,1.0,0,1,0,1.0,0.0,1.0,1
16678,2006,working fulltime,24.0,no,iap,16.0,e. sou. central,0.0,0.0,0.0,$25000 or more,e. sou. central,more thn once wk,iap,2.9040189927081568,1,1.0,0,1,0,0.0,1.0,1.0,2
16679,2006,working fulltime,66.0,no,iap,18.0,e. sou. central,0.0,0.0,0.0,$25000 or more,e. sou. central,every week,iap,2.9040189927081568,0,1.0,0,1,0,0.0,0.0,0.0,1
16680,2006,working fulltime,66.0,no,iap,16.0,south atlantic,0.0,0.0,1.0,$25000 or more,south atlantic,once a year,iap,2.0,0,1.0,0,1,0,0.0,0.0,0.0,1
16681,2006,working fulltime,21.0,no,iap,12.0,south atlantic,0.0,0.0,0.0,$25000 or more,south atlantic,once a year,iap,4.0,1,1.0,0,0,0,0.0,0.0,0.0,2
16682,2006,temp not working,31.0,no,iap,14.0,south atlantic,0.0,0.0,0.0,$25000 or more,south atlantic,never,iap,2.0,1,1.0,0,1,0,0.0,0.0,1.0,2
16683,2006,working parttime,42.0,no,iap,12.0,south atlantic,0.0,0.0,0.0,lt $1000,south atlantic,every week,yes,2.9040189927081568,0,1.0,1,1,1,0.0,0.0,0.0,1
16684,2006,keeping house,43.87754099367439,no,iap,6.0,south atlantic,0.0,0.0,0.0,$25000 or more,south atlantic,nrly every week,iap,2.9040189927081568,1,1.0,1,1,1,0.0,1.0,0.0,2
16685,2006,working fulltime,61.0,yes,iap,16.0,e. nor. central,0.0,0.0,0.0,$25000 or more,south atlantic,never,yes,1.0,1,1.0,0,0,0,0.0,0.0,1.0,2
16686,2006,retired,21.0,no,iap,12.0,south atlantic,0.0,0.0,0.0,$25000 or more,south atlantic,every week,yes,2.0,0,0.0,0,0,0,0.0,0.0,0.0,1
16687,2006,working parttime,47.0,no,iap,17.0,south atlantic,0.0,0.0,0.0,$25000 or more,south atlantic,never,iap,2.0,0,1.0,0,0,0,0.0,0.0,1.0,1
16688,2006,retired,73.0,yes,iap,17.0,e. nor. central,0.0,0.0,0.0,$25000 or more,south atlantic,nrly every week,yes,1.0,0,1.0,0,1,0,0.0,1.0,0.0,1
16689,2006,working fulltime,39.0,no,iap,12.0,south atlantic,1.0,0.0,0.0,$25000 or more,south atlantic,never,yes,6.0,1,1.0,0,0,0,0.0,0.0,1.0,2
16690,2006,working fulltime,48.0,no,iap,14.0,e. nor. central,0.0,0.0,0.0,$25000 or more,south atlantic,every week,yes,2.9040189927081568,1,1.0,0,1,0,0.0,0.0,1.0,2
16691,2006,working fulltime,38.0,yes,iap,12.0,south atlantic,0.0,0.0,0.0,$25000 or more,south atlantic,sevrl times a yr,iap,2.0,0,0.0,1,0,0,1.0,0.0,0.0,1
16692,2006,working fulltime,32.0,yes,iap,12.0,south atlantic,0.0,0.0,3.0,$25000 or more,south atlantic,once a year,iap,2.0,0,1.0,0,1,0,0.0,0.0,1.0,1
16693,2006,working parttime,28.0,no,iap,14.0,south atlantic,0.0,0.0,0.0,$25000 or more,south atlantic,nrly every week,iap,2.9040189927081568,0,1.0,0,0,0,0.0,1.0,0.0,1
16694,2006,working parttime,32.0,no,iap,13.0,south atlantic,0.0,0.0,0.0,$25000 or more,south atlantic,every week,iap,2.9040189927081568,0,0.0,0,0,0,0.0,0.0,1.0,1
16695,2006,working parttime,25.0,no,iap,14.0,south atlantic,0.0,1.0,0.0,$25000 or more,south atlantic,never,yes,3.0,1,0.0,0,1,0,0.0,0.0,1.0,2
16696,2006,retired,64.0,no,iap,16.0,e. sou. central,0.0,0.0,0.0,$25000 or more,south atlantic,sevrl times a yr,iap,2.0,0,1.0,0,1,0,1.0,0.0,0.0,1
16697,2006,other,43.87754099367439,no,iap,2.0,south atlantic,0.0,0.0,0.0,$7000 to 7999,south atlantic,sevrl times a yr,iap,2.9040189927081568,0,1.0,1,1,1,1.0,0.0,1.0,1
16698,2006,working fulltime,36.0,yes,iap,13.0,w. sou. central,1.0,1.0,0.0,$25000 or more,south atlantic,never,iap,3.0,0,0.0,0,1,0,0.0,0.0,1.0,1
16699,2006,keeping house,22.0,yes,iap,17.0,e. sou. central,2.0,2.0,0.0,$25000 or more,south atlantic,nrly every week,iap,1.0,0,0.0,0,1,0,0.0,1.0,0.0,1
16700,2006,working fulltime,66.0,no,iap,16.0,w. sou. central,0.0,0.0,0.0,$25000 or more,w. sou. central,sevrl times a yr,yes,1.0,0,0.0,0,1,0,1.0,0.0,1.0,1
16701,2006,working parttime,21.0,no,iap,12.0,w. sou. central,0.0,0.0,0.0,$4000 to 4999,w. sou. central,more thn once wk,iap,3.0,1,0.0,1,1,1,0.0,1.0,1.0,2
16702,2006,working fulltime,64.0,no,iap,17.0,w. sou. central,0.0,0.0,0.0,$25000 or more,w. sou. central,nrly every week,iap,4.0,0,1.0,1,1,1,0.0,1.0,0.0,1
16703,2006,working fulltime,32.0,no,iap,12.0,w. sou. central,0.0,0.0,2.0,$15000 - 19999,w. sou. central,never,iap,1.0,0,0.0,0,1,0,0.0,0.0,1.0,1
16704,2006,keeping house,43.87754099367439,no,iap,12.0,w. sou. central,0.0,0.0,0.0,$25000 or more,w. sou. central,every week,yes,4.0,1,1.0,0,1,0,0.0,0.0,0.0,2
16705,2006,keeping house,29.0,yes,iap,8.0,w. sou. central,0.0,0.0,0.0,$10000 - 14999,w. sou. central,every week,iap,2.9040189927081568,0,0.0,0,1,0,0.0,0.0,1.0,0
16706,2006,other,34.0,no,iap,12.0,e. sou. central,0.0,0.0,0.0,$10000 - 14999,w. sou. central,lt once a year,iap,14.0,0,1.0,0,0,0,0.0,0.0,0.0,0
16707,2006,working fulltime,28.0,no,iap,12.0,w. sou. central,0.0,0.0,1.0,$10000 - 14999,w. sou. central,every week,iap,3.0,0,1.0,1,1,1,0.0,0.0,0.0,1
16708,2006,school,43.87754099367439,no,iap,11.0,w. sou. central,1.0,0.0,2.0,$1000 to 2999,w. sou. central,nrly every week,iap,2.0,0,0.0,1,1,1,0.0,1.0,0.0,1
16709,2006,retired,47.0,no,iap,12.0,w. sou. central,0.0,0.0,0.0,$10000 - 14999,w. sou. central,every week,yes,2.9040189927081568,1,1.0,0,1,0,0.0,0.0,0.0,2
16710,2006,working fulltime,34.0,no,iap,4.0,foreign,0.0,0.0,0.0,$25000 or more,w. sou. central,2-3x a month,iap,2.9040189927081568,0,1.0,0,0,0,1.0,0.0,0.0,1
16711,2006,other,34.0,yes,iap,5.0,w. sou. central,0.0,0.0,0.0,$7000 to 7999,w. sou. central,once a year,yes,2.9040189927081568,0,0.0,1,0,0,0.0,0.0,1.0,1
16712,2006,keeping house,36.0,no,iap,12.0,w. sou. central,1.0,0.0,0.0,lt $1000,w. sou. central,2-3x a month,iap,6.0,1,0.0,0,1,0,1.0,0.0,0.0,2
16713,2006,working fulltime,24.0,no,iap,12.0,w. sou. central,0.0,0.0,0.0,$25000 or more,w. sou. central,2-3x a month,iap,1.0,0,1.0,0,0,0,1.0,0.0,1.0,1
16714,2006,retired,65.0,no,iap,16.0,w. sou. central,0.0,0.0,0.0,$25000 or more,w. sou. central,never,yes,2.9040189927081568,1,1.0,0,0,0,0.0,0.0,0.0,2
16715,2006,working fulltime,60.0,no,iap,14.0,south atlantic,0.0,0.0,0.0,$7000 to 7999,w. sou. central,once a year,yes,2.9040189927081568,0,1.0,0,0,0,0.0,0.0,0.0,1
16716,2006,working fulltime,66.0,no,iap,20.0,w. sou. central,0.0,1.0,0.0,$25000 or more,w. sou. central,every week,yes,3.0,1,1.0,1,1,1,0.0,0.0,1.0,2
16717,2006,school,42.0,yes,iap,12.0,w. sou. central,0.0,0.0,0.0,$25000 or more,w. sou. central,more thn once wk,iap,2.9040189927081568,0,1.0,1,1,1,0.0,1.0,1.0,1
16718,2006,school,36.0,yes,iap,14.0,w. sou. central,0.0,0.0,1.0,$25000 or more,w. sou. central,once a year,iap,1.0,0,1.0,0,1,0,0.0,0.0,1.0,1
16719,2006,retired,29.0,no,iap,11.0,w. sou. central,0.0,0.0,0.0,$10000 - 14999,w. sou. central,every week,iap,2.9040189927081568,1,1.0,0,1,0,0.0,0.0,0.0,2
16720,2006,working fulltime,49.0,yes,iap,15.0,w. sou. central,0.0,0.0,0.0,$25000 or more,w. sou. central,more thn once wk,iap,2.9040189927081568,0,1.0,1,1,1,0.0,1.0,0.0,1
16721,2006,working fulltime,42.0,no,iap,12.0,w. sou. central,0.0,1.0,0.0,$25000 or more,w. sou. central,sevrl times a yr,iap,2.0,0,0.0,1,0,0,1.0,0.0,1.0,1
16722,2006,keeping house,31.0,no,iap,8.0,w. sou. central,0.0,0.0,0.0,$20000 - 24999,w. sou. central,never,yes,2.9040189927081568,1,1.0,1,0,0,0.0,0.0,1.0,2
16723,2006,keeping house,43.87754099367439,no,iap,4.0,w. sou. central,0.0,0.0,0.0,$4000 to 4999,w. sou. central,nrly every week,iap,2.9040189927081568,0,0.0,1,1,1,0.0,1.0,1.0,1
16724,2006,working fulltime,28.0,no,iap,13.0,w. sou. central,0.0,0.0,0.0,$15000 - 19999,w. sou. central,2-3x a month,iap,4.0,1,1.0,1,0,0,1.0,0.0,1.0,2
16725,2006,retired,32.0,yes,iap,11.0,w. sou. central,0.0,0.0,0.0,$25000 or more,w. sou. central,every week,iap,2.9040189927081568,1,0.0,1,1,1,0.0,0.0,0.0,2
16726,2006,"unempl, laid off",36.0,no,iap,11.0,e. nor. central,0.0,0.0,0.0,lt $1000,w. sou. central,once a year,iap,3.0,0,1.0,1,0,0,0.0,0.0,1.0,0
16727,2006,working fulltime,44.0,yes,iap,16.0,w. sou. central,0.0,0.0,1.0,$25000 or more,w. sou. central,2-3x a month,iap,2.0,0,1.0,1,0,0,1.0,0.0,0.0,1
16728,2006,working fulltime,55.0,no,iap,12.0,w. sou. central,1.0,0.0,0.0,$25000 or more,w. sou. central,every week,iap,7.0,0,1.0,1,1,1,0.0,0.0,0.0,0
16729,2006,working fulltime,43.87754099367439,no,iap,11.0,pacific,0.0,0.0,0.0,$25000 or more,w. sou. central,never,iap,8.0,0,0.0,1,0,0,0.0,0.0,1.0,1
16730,2006,"unempl, laid off",40.0,no,iap,11.0,w. sou. central,0.0,0.0,1.0,$20000 - 24999,w. sou. central,once a year,iap,2.9040189927081568,0,0.0,1,0,0,0.0,0.0,1.0,1
16731,2006,retired,46.0,yes,iap,12.0,w. sou. central,0.0,0.0,0.0,$10000 - 14999,w. sou. central,every week,yes,2.9040189927081568,0,0.0,1,1,1,0.0,0.0,1.0,0
16732,2006,working fulltime,33.0,no,iap,12.0,w. sou. central,0.0,0.0,0.0,$10000 - 14999,w. sou. central,sevrl times a yr,iap,2.9040189927081568,0,1.0,1,0,0,1.0,0.0,1.0,0
16733,2006,working fulltime,29.0,no,iap,11.0,w. sou. central,0.0,0.0,0.0,$25000 or more,w. sou. central,2-3x a month,iap,4.0,0,1.0,0,1,0,1.0,0.0,1.0,1
16734,2006,working fulltime,30.0,yes,iap,13.0,w. sou. central,1.0,2.0,0.0,$25000 or more,w. sou. central,every week,yes,2.9040189927081568,0,1.0,1,0,0,0.0,0.0,0.0,1
16735,2006,working fulltime,35.0,no,iap,12.0,w. sou. central,0.0,0.0,0.0,$10000 - 14999,w. sou. central,once a month,yes,2.9040189927081568,0,0.0,1,1,1,1.0,0.0,1.0,1
